41 
[5.83010897 4.95073457] 
[5.08600729 5.70248924] 
[5.74410536 6.70902969] 
[2.7746976  2.97415551] 
[6.64299997 3.04199976] 
[3.5879997  2.83199999] 
[4.68399989 2.32700055] 
[4.73199992 4.91399979] 
[5.94503718 5.03584342] 
[3.55382773 3.72843552] 
[2.51899989 4.99299989] 
[6.57500464 4.99599685] 
[7.21621508 5.17420729] 
[5.10699949 3.188     ] 
[6.33495322 4.20395046] 
[3.29900177 5.05599961] 
[2.37525072 4.19925551] 
[5.15331123 3.78628587] 
[3.11799971 4.5120001 ] 
[4.07399989 2.18499996] 
[4.15193143 4.97051701] 
[3.61599999 4.26199908] 
[5.85199918 5.95399921] 
[5.10175268 4.34403242] 
[4.83600004 2.82000032] 
[4.103  4.2685] 
60 
[4.16396271 4.44783216] 
[7.00699964 3.59800026] 
[4.11116684 2.57390627] 
[6.81297453 6.23337669] 
[2.44900028 3.71599981] 
[5.09899668 3.97601174] 
[5.85199918 5.95399921] 
[5.60842336 2.36081408] 
[3.11749505 4.27910291] 
[2.75699974 2.40299995] 
[6.57500464 4.99599685] 
[5.17700001 4.88900015] 
[5.74410536 6.70902969] 
[6.07200037 4.34899988] 
[5.07409208 3.13734488] 
[2.7746976  2.97415551] 
[6.6429996  3.04199946] 
[4.74799949 6.63700045] 
[5.55900011 6.27200023] 
[2.51899989 4.99299989] 
[3.61700036 3.78399981] 
[4.21800197 3.81400086] 
[5.87400067 4.85600011] 
[2.36554529 4.14208728] 
[4.07399989 2.18499996] 
[6.46599855 3.34300312] 
[6.84290291 2.16831691] 
[7.34299997 3.02099979] 
[4.15193143 4.97051701] 
[7.06742244 6.51161723] 
[6.82499945 4.19799982] 
[4.68399989 2.32700055] 
[2.5956591  3.36265998] 
[3.29900177 5.05599961] 
[6.08100063 5.77599975] 
[5.08600729 5.70248924] 
[5.13208329 4.38838239] 
[7.10599967 4.66199997] 
[7.21621508 5.17420729] 
[4.50240477 3.09668912] 
[5.31242433 2.54264472] 
[3.20499723 2.51499614] 
[6.71400086 5.42300082] 
[3.5879997  2.83199999] 
[2.91100224 3.85099915] 
[6.22999997 5.08199999] 
[4.6999982 4.4183927] 
[2.44138642 2.3133257 ] 
[5.3749999  4.63700017] 
[4.78131908 4.9804353 ] 
[2.95617104 4.59453111] 
[2.3494505  2.84876633] 
[5.71158458 4.30812537] 
[6.28000005 6.13099991] 
[5.38599977 3.27899982] 
[6.23897522 2.92395725] 
[5.1755904  3.80788236] 
[3.61599999 4.26199908] 
[5.76600039 3.57199988] 
[6.48799949 4.22099969] 
